,type,category,review,star
100,아이폰12,별점,금요일 배송예정이였는데 토요일에 왔어요!그래도 배송이 빠른편이라서 좋았습니다!!포장도 뽁뽁이에 돌돌말아서 안전하게 왔어요.잘 사용하겠습니다ㅎ컬러고민하다가 화이트샀어요ㅎㅎ화이트컬러 아주 만족합니다ㅎㅎ,4
101,아이폰12,별점,"아이가 넘 조아하는
아이폰 넘 조으넹",4
102,아이폰12,별점,버튼에 찍힌 자국 미세하게 있었으나 그냥 사용 하기로 했어요,4
103,아이폰12,별점,배송 오래걸렸지만 휴대폰 잘 받았어요~,4
104,아이폰12,별점,스마트픽으로 구매 했습니다. 구매시 편의점 할인권 제공하니 참고 하세요~,4
105,아이폰12,별점,좋아요 배송도 빠르고 추천해요,4
106,아이폰12,별점,생각보다 일찍 와서 좋네요,4
107,아이폰12,별점,잘쓰겠습니다.많이파세요.,4
108,아이폰12,별점,31일에 주문해서 1월4일 월요일 오전에 받았어요! 역시 화이트 너무 예쁘네요 :),4
109,아이폰12,별점,하루만에 잘 받았어요 6s쓰다가 넘 좋으네요,4
110,아이폰12,별점,배송이 빨라서 좋았습니다,4
111,아이폰12,별점,기계만 사는 것은 첨이라 염려했는데 잘 쓰고 있습니다,4
112,아이폰12,별점,"제품 깔끔하니 아이가 좋아하네요.
배송도 빨라서 새해 선물을 할수 있어서 좋았지만
충전케이블이 일반USB스타일이 아니라서 순간 당황했지만 우선은 보조베터리 구매할때 있었던 아이폰젠더가 있어서 충전했네요. ㅠㅠ",4
113,아이폰12,별점,빠른 배송 감사합니다. 잘 받았습니다.,4
114,아이폰12,별점,"삼성만 사용하다 애플로 잠시 기변중..
사용할만해요..",4
115,아이폰12,별점,오줌액정에 케이스는 흠집이 심했지만 빠른배송에원하던 폰색상이라 좋아요,4
116,아이폰12,별점,아이폰 구입은 하이마트가 좋네요,4
117,아이폰12,별점,만족합니다 좋습니다.,4
118,아이폰12,별점,제품은 이상없이 잘 왔음,4
119,아이폰12,별점,빠른배송 좋아오!!!,4
120,아이폰12,별점,오줌액정이 걸렸지만 다른건 다 괜찮은거 같아서 그나마 다행인거 같아요 화이트 이쁘네요,4
121,아이폰12,별점,배송 예상날짜에 딱!! 써봐야 알겠지만 일단 좋습니다,4
122,아이폰12,별점,"제품 꼼꼼하게 잘 포장되어 왔네요~~
좋아요~~",4
123,아이폰12,별점,액정이슈는 피해갈수가 없었나봐요.,4
124,아이폰12,별점,"아이폰 좋아요
배송도 빠르고",4
125,아이폰12,별점,아이폰이죠 뭐~ 빠른배송,4
126,아이폰12,별점,배송도 빨랐고 좋아요~,4
127,아이폰12,별점,좋아요 아주만족해요,4
128,아이폰12,별점,배송은 3일걸렸어요,4
129,아이폰12,별점,빠른 배송 감사해요,4
130,아이폰12,별점,그린..맘에들어요..,4
131,아이폰12,별점,잘 받았습니다 잘 사용하겠습니다 감사합니다,4
132,아이폰12,별점,배송빠르고 좋아요 👏🏻👏🏻,4
133,아이폰12,별점,23일에 주문하고 10일까지 목빠지게 기다리다 결국 받았네요 카드할인으로 사서좋습니다,4
134,아이폰12,별점,배송이 쪼끔 기다렸네요. 기사님이 말도 없이 문앞에 툭 두고가시고 ㅠ,4
135,아이폰12,별점,만독합니다만죡핮니다,4
136,아이폰12,별점,좋네요. 감사합니타,4
137,아이폰12,별점,"배송빠르고 좋았습니다 상품은 불량와서 센터가서 교환했네요ㅠ
그래도 배송이 워낙 빠르게와서 좋았습니다~ 블랙이뻐요!",4
138,아이폰12,별점,빠른배송좋구 카드할인으로 사서 더 좋아요^^,4
139,아이폰12,별점,"배송오류로 인하여 7일이 걸렸으나ㅠ
꼭 갖고싶던 그린으로 좋은제품 받게되어 너무 기분 좋아요! 감사합니다^^",4
140,아이폰12,별점,좋아요 노트5쓰다가 아이폰12로 봐꾸니까 좋네요 왜 아이폰하는지 알것같아요.,4
141,아이폰12,별점,음 할인 정보가 카드할인이라 그런지 명쾌하지 않고 조금 걱정 스럽습니다. 제대로 되엇는지 확인하는 시스템 도입이 필요해 보입니다.,4
142,아이폰12,별점,배송 빨랏어요 근데 공식홈인줄 알고 시켯네요;,4
143,아이폰12,별점,프로젝트 레드 색상이 정말 예뻐요,4
144,아이폰12,별점,좋은데 할인ㅇ 없어서 아쉬워용,4
145,아이폰12,별점,벚꽃에디션 당첨이요... 또르르,4
146,아이폰12,별점,용량이 커서 좋았습니다,4
147,아이폰12,별점,배송이 빨라서 좋네요.,4
148,아이폰12,별점,잘 사용할게요...,4
149,아이폰12,별점,"1차로 구매했는데 31일 저녁에 받았어요
그래서 별 하나 빼요 ㅎ 하지만 양품이 왓어요 코스메틱이슈도 없고 액정문제도 없구요 만족합니다.",4
150,아이폰12,별점,배송 생각보다 빨리 왔어요. 포장도 잘되있고요 .폰도 이상 없어요~케이스랑 액정보호 필름은 생각했던거랑 다른 느낌 그냥그래요,4
151,아이폰12,별점,늦음 매달 수요일구매 토욜날옴 쿠팡이짱이다,4
152,아이폰12,별점,만족합미다. 배송은 쪼금 늦었어요.,4
153,아이폰12,별점,재고를 구하기 정말 어렵네요,4
154,아이폰12,별점,드디어 받았다>< 좋아여,4
155,아이폰12,별점,색상 선택: 화이트 MGJC3KH/A,4
156,아이폰12,별점,잘 받았어요 예쁘네요,4
157,아이폰12,별점,"물건빠르게 잘받았습니다
감사합니다",4
158,아이폰12,별점,다행히 양품 걸렸습니다~~ 배송도 배송출발후 하루만에 왔어요 ㅋㅋ 잘쓰겠습니다~~,4
159,아이폰12,별점,"배송도 예상보다 진짜 빨리오고 제품상태도 양호했습니다.
레드 지이인짜 이뿨요 ㅠㅠ 꺄아아아",4
160,아이폰12,별점,배송도 괜찮고 하자없이 잘받았습니다,4
161,아이폰12,별점,굿우처나저어터터처아난ㅋ,4
162,아이폰12,별점,상품이 잘 도착했어요,4
163,아이폰12,별점,"색깔은 예상과 좀 다르나, 배송만족, 상품퀄리티 만족",4
